-181.692, 60.858, 3.445,  8.534
-181.674, 60.628, 3.468,  8.601
-181.656, 60.396, 3.491,  8.668
-181.638, 60.163, 3.515,  8.735
-181.620, 59.929, 3.538,  8.802
-181.603, 59.692, 3.562,  8.869
-181.586, 59.454, 3.586,  8.936
-181.569, 59.215, 3.610,  9.003
-181.552, 58.974, 3.634,  9.070
-181.536, 58.731, 3.658,  9.137
-181.520, 58.487, 3.682,  9.204
-181.505, 58.241, 3.707,  9.271
-181.490, 57.993, 3.732,  9.338
-181.475, 57.744, 3.756,  9.405
-181.461, 57.493, 3.781,  9.472
-181.446, 57.240, 3.807,  9.539
-181.433, 56.985, 3.832,  9.606
-181.419, 56.729, 3.858,  9.673
-181.406, 56.471, 3.884,  9.740
-181.393, 56.211, 3.909,  9.807
-181.381, 55.950, 3.935,  9.874
-181.369, 55.687, 3.961,  9.941
-181.357, 55.422, 3.987, 10.008
-181.346, 55.155, 4.013, 10.075
-181.335, 54.887, 4.039, 10.142
-181.325, 54.617, 4.065, 10.209
-181.315, 54.345, 4.092, 10.276
-181.305, 54.071, 4.119, 10.343
-181.296, 53.795, 4.146, 10.410
-181.287, 53.518, 4.174, 10.477
-181.278, 53.239, 4.202, 10.544
-181.270, 52.957, 4.230, 10.611
-181.262, 52.674, 4.258, 10.678
-181.255, 52.389, 4.286, 10.745
-181.248, 52.102, 4.315, 10.812
-181.241, 51.814, 4.343, 10.879
-181.234, 51.523, 4.372, 10.946
-181.228, 51.230, 4.401, 11.013
-181.223, 50.936, 4.430, 11.080
-181.217, 50.639, 4.459, 11.147
-181.213, 50.341, 4.489, 11.214
-181.208, 50.040, 4.519, 11.281
-181.204, 49.738, 4.549, 11.348
-181.200, 49.433, 4.580, 11.415
-181.197, 49.126, 4.610, 11.482
-181.194, 48.818, 4.641, 11.549
-181.191, 48.507, 4.672, 11.616
-181.188, 48.194, 4.703, 11.683
-181.186, 47.880, 4.734, 11.750
-181.185, 47.563, 4.766, 11.817
-181.183, 47.243, 4.798, 11.884
-181.182, 46.922, 4.830, 11.951
-181.181, 46.599, 4.862, 12.018
-181.181, 46.273, 4.894, 12.085
-181.181, 45.946, 4.927, 12.152
-181.181, 45.616, 4.960, 12.219
-181.181, 45.284, 4.993, 12.286
-181.182, 44.950, 5.026, 12.353
-181.183, 44.613, 5.060, 12.420
-181.184, 44.274, 5.094, 12.487
-181.185, 43.934, 5.116, 12.554
-181.186, 43.594, 5.085, 12.621
-181.188, 43.257, 5.066, 12.688
-181.190, 42.919, 5.071, 12.755
-181.192, 42.580, 5.106, 12.822
-181.195, 42.236, 5.174, 12.889
-181.198, 41.887, 5.268, 12.956
-181.200, 41.530, 5.379, 13.023
-181.204, 41.167, 5.488, 13.090
-181.207, 40.797, 5.576, 13.157
-181.210, 40.422, 5.635, 13.224
-181.214, 40.046, 5.662, 13.291
-181.218, 39.669, 5.664, 13.358
-181.221, 39.292, 5.650, 13.425
-181.225, 38.917, 5.631, 13.492
-181.230, 38.543, 5.616, 13.559
-181.234, 38.169, 5.614, 13.626
-181.238, 37.794, 5.633, 13.693
-181.242, 37.417, 5.674, 13.760
-181.246, 37.036, 5.739, 13.827
-181.251, 36.650, 5.823, 13.894
-181.255, 36.257, 5.916, 13.961
-181.260, 35.859, 6.006, 14.028
-181.265, 35.455, 6.078, 14.095
-181.269, 35.048, 6.127, 14.162
-181.274, 34.638, 6.153, 14.229
-181.279, 34.228, 6.161, 14.296
-181.284, 33.818, 6.160, 14.363
-181.288, 33.408, 6.159, 14.430
-181.293, 32.998, 6.166, 14.497
-181.297, 32.586, 6.188, 14.564
-181.302, 32.172, 6.228, 14.631
-181.306, 31.754, 6.287, 14.698
-181.311, 31.332, 6.362, 14.765
-181.315, 30.904, 6.447, 14.832
-181.320, 30.471, 6.531, 14.899
-181.324, 30.032, 6.601, 14.966
-181.328, 29.590, 6.650, 15.033
-181.332, 29.146, 6.676, 15.100
-181.336, 28.701, 6.687, 15.167
-181.340, 28.255, 6.693, 15.234
-181.344, 27.809, 6.702, 15.301
-181.348, 27.362, 6.724, 15.368
-181.351, 26.912, 6.762, 15.435
-181.354, 26.459, 6.821, 15.502
-181.358, 26.001, 6.894, 15.569
-181.361, 25.538, 6.976, 15.636
-181.364, 25.069, 7.054, 15.703
-181.367, 24.596, 7.121, 15.770
-181.369, 24.119, 7.172, 15.837
-181.372, 23.640, 7.207, 15.904
-181.374, 23.158, 7.231, 15.971
-181.377, 22.676, 7.251, 16.038
-181.379, 22.192, 7.273, 16.105
-181.380, 21.706, 7.304, 16.172
-181.382, 21.217, 7.349, 16.239
-181.384, 20.725, 7.407, 16.306
-181.385, 20.228, 7.476, 16.373
-181.386, 19.726, 7.549, 16.440
-181.387, 19.220, 7.620, 16.507
-181.388, 18.709, 7.684, 16.574
-181.389, 18.195, 7.739, 16.641
-181.390, 17.677, 7.785, 16.708
-181.390, 17.156, 7.824, 16.775
-181.390, 16.633, 7.859, 16.842
-181.391, 16.108, 7.896, 16.909
-181.391, 15.580, 7.938, 16.976
-181.390, 15.049, 7.986, 17.043
-181.390, 14.514, 8.042, 17.110
-181.390, 13.975, 8.103, 17.177
-181.389, 13.432, 8.169, 17.244
-181.388, 12.885, 8.235, 17.311
-181.387, 12.333, 8.300, 17.378
-181.386, 11.777, 8.361, 17.445
-181.385, 11.217, 8.417, 17.512
-181.384, 10.654, 8.470, 17.579
-181.383, 10.087, 8.519, 17.646
-181.381, 9.517, 8.567, 17.713
-181.380, 8.944, 8.617, 17.780
-181.378, 8.368, 8.669, 17.847
-181.376, 7.787, 8.725, 17.914
-181.374, 7.203, 8.785, 17.981
-181.372, 6.615, 8.848, 18.048
-181.370, 6.022, 8.914, 18.115
-181.368, 5.425, 8.980, 18.182
-181.366, 4.824, 9.046, 18.249
-181.364, 4.218, 9.109, 18.316
-181.361, 3.608, 9.170, 18.383
-181.359, 2.994, 9.229, 18.450
-181.357, 2.377, 9.286, 18.517
-181.354, 1.755, 9.343, 18.584
-181.351, 1.130, 9.401, 18.651
-181.349, 0.501, 9.461, 18.718
-181.346, -0.133, 9.523, 18.785
-181.344, -0.770, 9.588, 18.852
-181.341, -1.412, 9.655, 18.919
-181.338, -2.059, 9.724, 18.986
-181.336, -2.710, 9.793, 19.053
-181.333, -3.366, 9.862, 19.120
-181.330, -4.026, 9.930, 19.187
-181.327, -4.691, 9.996, 19.254
-181.324, -5.360, 10.062, 19.321
-181.322, -6.034, 10.126, 19.388
-181.319, -6.711, 10.191, 19.455
-181.316, -7.393, 10.256, 19.522
-181.313, -8.080, 10.322, 19.589
-181.310, -8.771, 10.391, 19.656
-181.308, -9.467, 10.461, 19.723
-181.305, -10.167, 10.532, 19.790
-181.302, -10.872, 10.605, 19.857
-181.299, -11.582, 10.679, 19.924
-181.296, -12.297, 10.753, 19.991
-181.293, -13.017, 10.826, 20.058
-181.290, -13.742, 10.899, 20.125
-181.288, -14.472, 10.972, 20.192
-181.285, -15.206, 11.044, 20.259
-181.282, -15.945, 11.115, 20.326
-181.279, -16.690, 11.188, 20.393
-181.276, -17.438, 11.261, 20.460
-181.273, -18.192, 11.335, 20.527
-181.270, -18.951, 11.411, 20.594
-181.267, -19.715, 11.488, 20.661
-181.264, -20.484, 11.567, 20.728
-181.261, -21.259, 11.648, 20.795
-181.258, -22.039, 11.729, 20.862
-181.255, -22.824, 11.810, 20.929
-181.252, -23.615, 11.891, 20.996
-181.249, -24.411, 11.971, 21.063
-181.246, -25.212, 12.051, 21.130
-181.243, -26.019, 12.130, 21.197
-181.239, -26.831, 12.209, 21.264
-181.236, -27.648, 12.289, 21.331
-181.233, -28.471, 12.369, 21.398
-181.230, -29.299, 12.451, 21.465
-181.226, -30.132, 12.535, 21.532
-181.223, -30.972, 12.620, 21.599
-181.219, -31.817, 12.706, 21.666
-181.216, -32.667, 12.794, 21.733
-181.212, -33.524, 12.883, 21.800
-181.209, -34.387, 12.971, 21.867
-181.205, -35.255, 13.059, 21.934
-181.201, -36.130, 13.147, 22.001
-181.197, -37.010, 13.234, 22.068
-181.193, -37.896, 13.321, 22.135
-181.189, -38.787, 13.407, 22.202
-181.185, -39.685, 13.495, 22.269
-181.181, -40.588, 13.583, 22.336
-181.177, -41.497, 13.673, 22.403
-181.173, -42.413, 13.765, 22.470
-181.168, -43.334, 13.859, 22.537
-181.164, -44.262, 13.954, 22.604
-181.159, -45.197, 14.051, 22.671
-181.155, -46.137, 14.147, 22.738
-181.150, -47.085, 14.244, 22.805
-181.145, -48.038, 14.340, 22.872
-181.140, -48.998, 14.436, 22.939
-181.135, -49.965, 14.531, 23.006
-181.130, -50.938, 14.626, 23.073
-181.125, -51.917, 14.721, 23.140
-181.120, -52.902, 14.817, 23.207
-181.115, -53.894, 14.914, 23.274
-181.109, -54.892, 15.014, 23.341
-181.104, -55.897, 15.115, 23.408
-181.098, -56.909, 15.218, 23.475
-181.093, -57.928, 15.323, 23.542
-181.087, -58.954, 15.429, 23.609
-181.081, -59.988, 15.535, 23.676
-181.075, -61.028, 15.641, 23.743
-181.069, -62.075, 15.747, 23.810
-181.063, -63.129, 15.851, 23.877
-181.057, -64.190, 15.955, 23.944
-181.050, -65.258, 16.059, 24.011
-181.044, -66.333, 16.163, 24.078
-181.038, -67.415, 16.268, 24.145
-181.031, -68.504, 16.375, 24.212
-181.024, -69.600, 16.484, 24.279
-181.018, -70.704, 16.596, 24.346
-181.011, -71.815, 16.709, 24.413
-181.004, -72.934, 16.825, 24.480
-180.997, -74.061, 16.942, 24.547
-180.990, -75.195, 17.059, 24.614
-180.982, -76.337, 17.175, 24.681
-180.975, -77.487, 17.291, 24.748
-180.968, -78.645, 17.406, 24.815
-180.960, -79.810, 17.520, 24.882
-180.952, -80.983, 17.633, 24.949
-180.944, -82.163, 17.747, 25.016
-180.936, -83.351, 17.862, 25.083
-180.928, -84.547, 17.978, 25.150
-180.920, -85.750, 18.097, 25.217
-180.912, -86.962, 18.219, 25.284
-180.904, -88.182, 18.340, 25.351
-180.895, -89.409, 18.442, 25.418
-180.887, -90.640, 18.492, 25.485
-180.878, -91.871, 18.457, 25.552
-180.869, -93.095, 18.330, 25.619
-180.860, -94.307, 18.129, 25.686
-180.852, -95.503, 17.879, 25.753
-180.843, -96.682, 17.611, 25.820
-180.834, -97.843, 17.360, 25.887
-180.825, -98.991, 17.156, 25.954
-180.816, -100.128, 17.003, 26.021
-180.807, -101.257, 16.898, 26.088
-180.798, -102.382, 16.837, 26.155
-180.789, -103.504, 16.813, 26.222
-180.780, -104.626, 16.822, 26.289
-180.771, -105.750, 16.858, 26.356
-180.762, -106.877, 16.915, 26.423
-180.753, -108.009, 16.991, 26.490
-180.743, -109.146, 17.082, 26.557
-180.734, -110.290, 17.185, 26.624
-180.725, -111.441, 17.297, 26.691
-180.715, -112.600, 17.402, 26.758
-180.706, -113.763, 17.463, 26.825
-180.696, -114.926, 17.444, 26.892
-180.687, -116.084, 17.332, 26.959
-180.677, -117.230, 17.141, 27.026
-180.668, -118.360, 16.896, 27.093
-180.659, -119.474, 16.627, 27.160
-180.649, -120.570, 16.368, 27.227
-180.640, -121.650, 16.151, 27.294
-180.631, -122.720, 15.990, 27.361
-180.622, -123.781, 15.882, 27.428
-180.612, -124.838, 15.820, 27.495
-180.603, -125.893, 15.800, 27.562
-180.593, -126.948, 15.814, 27.629
-180.584, -128.005, 15.857, 27.696
-180.574, -129.066, 15.922, 27.763
-180.565, -130.132, 16.006, 27.830
-180.555, -131.204, 16.105, 27.897
-180.545, -132.283, 16.217, 27.964
-180.535, -133.370, 16.328, 28.031
-180.525, -134.462, 16.405, 28.098
-180.515, -135.556, 16.412, 28.165
-180.505, -136.646, 16.329, 28.232
-180.495, -137.727, 16.163, 28.299
-180.485, -138.793, 15.937, 28.366
-180.475, -139.843, 15.681, 28.433
-180.465, -140.876, 15.426, 28.500
-180.455, -141.894, 15.208, 28.567
-180.445, -142.900, 15.049, 28.634
-180.435, -143.899, 14.945, 28.701
-180.425, -144.894, 14.891, 28.768
-180.415, -145.887, 14.880, 28.835
-180.405, -146.881, 14.904, 28.902
-180.394, -147.878, 14.957, 28.969
-180.384, -148.879, 15.033, 29.036
-180.373, -149.886, 15.128, 29.103
-180.363, -150.900, 15.237, 29.170
-180.352, -151.922, 15.348, 29.237
-180.341, -152.949, 15.427, 29.304
-180.330, -153.978, 15.440, 29.371
-180.319, -155.004, 15.367, 29.438
-180.308, -156.021, 15.214, 29.505
-180.297, -157.025, 15.003, 29.572
-180.286, -158.013, 14.762, 29.639
-180.275, -158.986, 14.524, 29.706
-180.264, -159.944, 14.320, 29.773
-180.253, -160.892, 14.176, 29.840
-180.243, -161.834, 14.089, 29.907
-180.232, -162.772, 14.053, 29.974
-180.221, -163.710, 14.060, 30.041
-180.209, -164.650, 14.101, 30.108
-180.198, -165.594, 14.169, 30.175
-180.186, -166.543, 14.259, 30.242
-180.175, -167.499, 14.367, 30.309
-180.163, -168.463, 14.476, 30.376
-180.151, -169.432, 14.552, 30.443
-180.139, -170.403, 14.564, 30.510
-180.126, -171.370, 14.493, 30.577
-180.114, -172.329, 14.346, 30.644
-180.102, -173.276, 14.146, 30.711
-180.090, -174.208, 13.919, 30.778
-180.077, -175.125, 13.698, 30.845
-180.065, -176.029, 13.513, 30.912
-180.053, -176.924, 13.388, 30.979
-180.040, -177.814, 13.322, 31.046
-180.028, -178.702, 13.307, 31.113
-180.015, -179.591, 13.333, 31.180
-180.002, -180.483, 13.392, 31.247
-179.989, -181.381, 13.476, 31.314
-179.975, -182.284, 13.580, 31.381
-179.961, -183.195, 13.686, 31.448
-179.947, -184.112, 13.761, 31.515
-179.932, -185.030, 13.775, 31.582
-179.917, -185.945, 13.711, 31.649
-179.902, -186.853, 13.576, 31.716
-179.886, -187.748, 13.390, 31.783
-179.869, -188.631, 13.181, 31.850
-179.851, -189.499, 12.978, 31.917
-179.830, -190.356, 12.811, 31.984
-179.807, -191.205, 12.702, 32.051
-179.781, -192.049, 12.654, 32.118
-179.749, -192.893, 12.655, 32.185
-179.713, -193.738, 12.696, 32.252
-179.670, -194.588, 12.767, 32.319
-179.621, -195.442, 12.861, 32.386
-179.563, -196.303, 12.961, 32.453
-179.496, -197.169, 13.038, 32.520
-179.420, -198.036, 13.079, 32.587
-179.334, -198.904, 13.093, 32.654
-179.237, -199.772, 13.096, 32.721
-179.128, -200.638, 13.105, 32.788
-179.007, -201.504, 13.137, 32.855
-178.873, -202.371, 13.198, 32.922
-178.725, -203.242, 13.283, 32.989
-178.562, -204.117, 13.387, 33.056
-178.384, -204.996, 13.506, 33.123
-178.190, -205.881, 13.638, 33.190
-177.980, -206.772, 13.780, 33.257
-177.753, -207.669, 13.931, 33.324
-177.509, -208.571, 14.085, 33.391
-177.247, -209.479, 14.229, 33.458
-176.967, -210.391, 14.356, 33.525
-176.669, -211.304, 14.458, 33.592
-176.354, -212.217, 14.531, 33.659
-176.023, -213.128, 14.579, 33.726
-175.675, -214.036, 14.610, 33.793
-175.313, -214.940, 14.636, 33.860
-174.935, -215.840, 14.673, 33.927
-174.542, -216.738, 14.731, 33.994
-174.134, -217.634, 14.810, 34.061
-173.711, -218.530, 14.907, 34.128
-173.273, -219.427, 15.018, 34.195
-172.821, -220.326, 15.143, 34.262
-172.354, -221.228, 15.277, 34.329
-171.874, -222.132, 15.420, 34.396
-171.379, -223.041, 15.570, 34.463
-170.871, -223.954, 15.725, 34.530
-170.351, -224.871, 15.881, 34.597
-169.817, -225.793, 16.026, 34.664
-169.273, -226.718, 16.153, 34.731
-168.719, -227.646, 16.255, 34.798
-168.156, -228.576, 16.331, 34.865
-167.587, -229.505, 16.385, 34.932
-167.010, -230.435, 16.428, 34.999
-166.429, -231.364, 16.473, 35.066
-165.842, -232.295, 16.532, 35.133
-165.250, -233.228, 16.609, 35.200
-164.652, -234.165, 16.702, 35.267
-164.049, -235.106, 16.807, 35.334
-163.441, -236.053, 16.923, 35.401
-162.827, -237.006, 17.048, 35.468
-162.208, -237.966, 17.180, 35.535
-161.583, -238.934, 17.318, 35.602
-160.954, -239.909, 17.462, 35.669
-160.319, -240.892, 17.610, 35.736
-159.679, -241.885, 17.761, 35.803
-159.035, -242.886, 17.916, 35.870
-158.386, -243.897, 18.073, 35.937
-157.731, -244.917, 18.232, 36.004
-157.073, -245.946, 18.389, 36.071
-156.410, -246.985, 18.538, 36.138
-155.744, -248.033, 18.671, 36.205
-155.075, -249.088, 18.785, 36.272
-154.404, -250.150, 18.879, 36.339
-153.733, -251.218, 18.958, 36.406
-153.060, -252.291, 19.030, 36.473
-152.388, -253.370, 19.104, 36.540
-151.716, -254.456, 19.185, 36.607
-151.044, -255.548, 19.257, 36.674
-150.374, -256.644, 19.292, 36.741
-149.708, -257.743, 19.267, 36.808
-149.050, -258.841, 19.174, 36.875
-148.402, -259.934, 19.020, 36.942
-147.767, -261.020, 18.825, 37.009
-147.147, -262.099, 18.615, 37.076
-146.541, -263.171, 18.417, 37.143
-145.951, -264.239, 18.256, 37.210
-145.376, -265.305, 18.138, 37.277
-144.815, -266.372, 18.060, 37.344
-144.268, -267.444, 18.016, 37.411
-143.736, -268.520, 18.003, 37.478
-143.217, -269.603, 18.015, 37.545
-142.713, -270.695, 18.048, 37.612
-142.223, -271.797, 18.099, 37.679
-141.747, -272.910, 18.165, 37.746
-141.287, -274.034, 18.243, 37.813
-140.841, -275.170, 18.334, 37.880
-140.410, -276.318, 18.433, 37.947
-139.995, -277.480, 18.540, 38.014
-139.596, -278.654, 18.654, 38.081
-139.211, -279.842, 18.775, 38.148
-138.842, -281.044, 18.900, 38.215
-138.489, -282.259, 19.031, 38.282
-138.152, -283.488, 19.164, 38.349
-137.831, -284.730, 19.301, 38.416
-137.526, -285.986, 19.439, 38.483
-137.236, -287.254, 19.557, 38.550
-136.963, -288.531, 19.611, 38.617
-136.708, -289.811, 19.560, 38.684
-136.470, -291.084, 19.388, 38.751
-136.252, -292.344, 19.117, 38.818
-136.053, -293.585, 18.781, 38.885
-135.871, -294.806, 18.413, 38.952
-135.708, -296.005, 18.053, 39.019
-135.561, -297.184, 17.737, 39.086
-135.431, -298.348, 17.477, 39.153
-135.315, -299.498, 17.272, 39.220
-135.212, -300.639, 17.118, 39.287
-135.121, -301.772, 17.011, 39.354
-135.041, -302.902, 16.945, 39.421
-134.969, -304.029, 16.918, 39.488
-134.907, -305.156, 16.922, 39.555
-134.852, -306.285, 16.954, 39.622
-134.805, -307.418, 17.007, 39.689
-134.765, -308.555, 17.079, 39.756
-134.733, -309.698, 17.167, 39.823
-134.707, -310.847, 17.267, 39.890
-134.689, -312.003, 17.377, 39.957
-134.678, -313.167, 17.497, 40.024
-134.675, -314.340, 17.624, 40.091
-134.680, -315.520, 17.756, 40.158
-134.694, -316.710, 17.893, 40.225
-134.717, -317.909, 18.016, 40.292
-134.750, -319.112, 18.079, 40.359
-134.793, -320.315, 18.041, 40.426
-134.846, -321.509, 17.888, 40.493
-134.910, -322.687, 17.637, 40.560
-134.983, -323.845, 17.323, 40.627
-135.067, -324.980, 16.981, 40.694
-135.161, -326.091, 16.646, 40.761
-135.266, -327.182, 16.357, 40.828
-135.382, -328.256, 16.129, 40.895
-135.511, -329.316, 15.957, 40.962
-135.652, -330.366, 15.838, 41.029
-135.806, -331.408, 15.765, 41.096
-135.973, -332.445, 15.734, 41.163
-136.154, -333.479, 15.737, 41.230
-136.349, -334.512, 15.769, 41.297
-136.558, -335.546, 15.824, 41.364
-136.782, -336.580, 15.899, 41.431
-137.021, -337.617, 15.989, 41.498
-137.277, -338.657, 16.092, 41.565
-137.549, -339.700, 16.206, 41.632
-137.839, -340.747, 16.329, 41.699
-138.146, -341.797, 16.459, 41.766
-138.472, -342.850, 16.584, 41.833
-138.817, -343.905, 16.670, 41.900
-139.179, -344.956, 16.679, 41.967
-139.557, -345.996, 16.586, 42.034
-139.948, -347.019, 16.397, 42.101
-140.351, -348.021, 16.138, 42.168
-140.763, -348.999, 15.840, 42.235
-141.185, -349.950, 15.539, 42.302
-141.616, -350.877, 15.269, 42.369
-142.056, -351.784, 15.059, 42.436
-142.508, -352.672, 14.908, 42.503
-142.971, -353.547, 14.811, 42.570
-143.444, -354.412, 14.761, 42.637
-143.929, -355.269, 14.753, 42.704
-144.424, -356.120, 14.780, 42.771
-144.930, -356.970, 14.834, 42.838
-145.447, -357.818, 14.912, 42.905
-145.973, -358.667, 15.009, 42.972
-146.508, -359.519, 15.121, 43.039
-147.052, -360.375, 15.246, 43.106
-147.605, -361.236, 15.381, 43.173
-148.166, -362.102, 15.524, 43.240
-148.734, -362.975, 15.674, 43.307
-149.309, -363.856, 15.830, 43.374
-149.891, -364.745, 15.990, 43.441
-150.479, -365.643, 16.154, 43.508
-151.072, -366.551, 16.321, 43.575
-151.670, -367.468, 16.490, 43.642
-152.273, -368.396, 16.661, 43.709
-152.880, -369.336, 16.834, 43.776
-153.490, -370.286, 17.007, 43.843
-154.104, -371.248, 17.181, 43.910
-154.720, -372.223, 17.356, 43.977
-155.339, -373.209, 17.530, 44.044
-155.960, -374.208, 17.705, 44.111
-156.583, -375.220, 17.880, 44.178
-157.207, -376.244, 18.055, 44.245
-157.832, -377.281, 18.229, 44.312
-158.459, -378.331, 18.403, 44.379
-159.086, -379.393, 18.577, 44.446
-159.715, -380.469, 18.751, 44.513
-160.344, -381.557, 18.923, 44.580
-160.974, -382.659, 19.096, 44.647
-161.605, -383.772, 19.268, 44.714
-162.237, -384.899, 19.439, 44.781
-162.870, -386.038, 19.610, 44.848
-163.504, -387.190, 19.779, 44.915
-164.139, -388.353, 19.949, 44.982
-164.775, -389.529, 20.117, 45.049
-165.412, -390.717, 20.285, 45.116
-166.051, -391.917, 20.452, 45.183
-166.691, -393.129, 20.617, 45.250
-167.332, -394.353, 20.783, 45.317
-167.974, -395.588, 20.947, 45.384
-168.618, -396.835, 21.110, 45.451
-169.263, -398.093, 21.272, 45.518
-169.909, -399.363, 21.433, 45.585
-170.555, -400.645, 21.594, 45.652
-171.203, -401.938, 21.753, 45.719
-171.851, -403.243, 21.911, 45.786
-172.500, -404.559, 22.068, 45.853
-173.148, -405.887, 22.224, 45.920
-173.796, -407.227, 22.379, 45.987
-174.442, -408.578, 22.522, 46.054
-175.086, -409.939, 22.617, 46.121
-175.724, -411.304, 22.604, 46.188
-176.352, -412.665, 22.440, 46.255
-176.966, -414.013, 22.141, 46.322
-177.563, -415.342, 21.747, 46.389
-178.140, -416.647, 21.292, 46.456
-178.697, -417.928, 20.815, 46.523
-179.233, -419.184, 20.352, 46.590
-179.749, -420.418, 19.937, 46.657
-180.246, -421.634, 19.577, 46.724
-180.725, -422.834, 19.270, 46.791
